iter	PRAUC	Logloss
242	0.9343944313	0.3194282579
243	0.9344184105	0.31931026
244	0.9344674349	0.3191542352
245	0.9344938477	0.3190284429
246	0.9345454299	0.3188897459
247	0.9345998235	0.3187259718
248	0.934621747	0.3186591183
249	0.934706745	0.3185192733
250	0.9347190009	0.3184470416
251	0.9347516097	0.3183813697
252	0.9348294193	0.3181919446
253	0.9348915189	0.3180003053
254	0.9349088259	0.3179631417
255	0.9349982048	0.3176876932
256	0.9350871024	0.3175376025
257	0.9351571459	0.3173540502
258	0.9352949119	0.3171168756
259	0.9354004132	0.3167589081
260	0.9354412283	0.3166130263
261	0.9355459096	0.3164271538
262	0.9356041031	0.3162213459
263	0.935709686	0.3160043221
264	0.9357326306	0.3159552985
265	0.9358273903	0.3157633994
266	0.9359139046	0.3155627691
267	0.9359300403	0.3155101193
268	0.9359771168	0.3154144341
269	0.9360340948	0.3152519384
270	0.9360869205	0.3151697232
271	0.9360926996	0.3151484615
272	0.9361630709	0.3150338787
273	0.9362697272	0.3147749799
274	0.936299693	0.3146856003
275	0.9363484054	0.3145659946
276	0.9364354111	0.3142802458
277	0.9365183559	0.3140564515
278	0.9365535474	0.3138876925
279	0.9365535474	0.3138876924
280	0.9365766793	0.3137945454
281	0.9366852716	0.3136054447
282	0.9367698019	0.3134434424
283	0.9369402658	0.3131097467
284	0.9370066987	0.3129192619
285	0.9370621556	0.3127810752
286	0.9372076178	0.3125242311
287	0.9372977779	0.3122911776
288	0.9372982535	0.3122890157
289	0.9374129791	0.3121529554
290	0.9374757569	0.3120086218
291	0.9375332878	0.3118198464
292	0.9376023885	0.3116584159
293	0.9376241726	0.3115738437
294	0.9376812644	0.3114179438
295	0.9377069743	0.3113777385
296	0.9377278574	0.3112878261
297	0.9377473264	0.311230569
298	0.9378208577	0.3110048476
299	0.9379429954	0.3107186573
300	0.9380046919	0.3105939362
301	0.9381240562	0.3103742024
302	0.9381684777	0.3102014622
303	0.9382634165	0.3099351444
304	0.9382828482	0.3098256528
305	0.9383198837	0.309757904
306	0.9384198808	0.3095712486
307	0.9384826156	0.3094225429
308	0.938529604	0.3093136134
309	0.938601622	0.3091455952
310	0.9386035269	0.3091385345
311	0.9386769746	0.3088891817
312	0.9387878504	0.3086907642
313	0.9388420239	0.3085746589
314	0.9389294484	0.3084297955
315	0.9389799464	0.3083041795
316	0.9390414697	0.3081252768
317	0.9390597135	0.3080781415
318	0.939146118	0.3078560431
319	0.9392720975	0.3075592223
320	0.9393416948	0.3073174361
321	0.9394014783	0.3071367375
322	0.9394682916	0.3069903691
323	0.9395505236	0.3068550401
324	0.9396491951	0.3066721793
325	0.9397086969	0.3065021598
326	0.9397086969	0.3065021567
327	0.9397863561	0.3063641581
328	0.9398620316	0.3062311645
329	0.9399571328	0.3059655437
330	0.9400469635	0.3056832962
331	0.9401530655	0.3054983932
332	0.9402278316	0.3053505586
333	0.9402964926	0.3051508376
334	0.9403450394	0.3050455597
335	0.9403909719	0.3049491385
336	0.9404837695	0.3047575052
337	0.9405761556	0.3045098138
338	0.940681878	0.3042911885
339	0.9407284707	0.3040704315
340	0.9407694574	0.3039712412
341	0.9408086292	0.3038908937
342	0.9408739023	0.3037731544
343	0.9408978411	0.3036806573
344	0.9409595955	0.3034030637
345	0.941124703	0.3030591046
346	0.9412246642	0.3028911717
347	0.9413076873	0.3027273501
348	0.9413924663	0.3025387729
349	0.9414418221	0.3024024272
350	0.9414832749	0.3023284423
351	0.9415496637	0.3021649243
352	0.9415762129	0.3020598207
353	0.9416201361	0.3019708431
354	0.9416698438	0.3018410515
355	0.9417753301	0.3015420425
356	0.941815932	0.3013995395
357	0.9418325013	0.3013578814
358	0.9419781562	0.3011043839
359	0.9420360335	0.3009822249
360	0.9420933777	0.3008915812
361	0.9421444535	0.300801182
362	0.9421848393	0.3006978213
363	0.942271521	0.3004582926
364	0.9423086194	0.3003779595
365	0.9424214231	0.3001310457
366	0.9425547052	0.2998491504
367	0.9425686475	0.2997975494
368	0.9426390722	0.2996301145
369	0.9427268196	0.2994579386
370	0.9427539077	0.2993862534
371	0.9427822131	0.2993384511
372	0.9429280298	0.2991170896
373	0.9429753222	0.298992876
374	0.9430336273	0.2988543044
375	0.943099159	0.2986854888
376	0.9432574398	0.2982246329
377	0.9433571451	0.297976393
378	0.9434413824	0.2977504952
379	0.9434790939	0.2976771229
380	0.9434953104	0.29758971
381	0.9435511127	0.2974360378
382	0.943623009	0.2973041847
383	0.9436488052	0.2972520835
384	0.9436605635	0.297232934
385	0.9437551117	0.2969585456
386	0.9438209997	0.2967482117
387	0.9438648452	0.2966380853
388	0.9439022877	0.2965916129
389	0.9440205238	0.2963388034
390	0.9440881729	0.296128122
391	0.9442474772	0.2957057386
392	0.9443520047	0.2954179217
393	0.9444056224	0.2952869324
394	0.9444822352	0.2950925249
395	0.9445054726	0.2950042194
396	0.9445353309	0.2949299011
397	0.9445831056	0.2948096693
398	0.9446501649	0.294618648
399	0.944795959	0.2942924344
400	0.9448207197	0.2942228999
401	0.9449244821	0.2939877299
402	0.9449800939	0.2938463716
403	0.9449844761	0.2938351183
404	0.9451963575	0.2933419546
405	0.9454139414	0.2929207336
406	0.9454299413	0.292890234
407	0.9454666541	0.2928279981
408	0.9455495698	0.2926499547
409	0.9456744215	0.2923490909
410	0.9457078191	0.2921968746
411	0.9457839928	0.2920058204
412	0.9458135499	0.2918913577
413	0.9458872848	0.2917181705
414	0.9460405901	0.2913282566
415	0.9460992118	0.291151306
416	0.9461558745	0.2909950166
417	0.9461711973	0.2908782883
418	0.9463075223	0.290612585
419	0.9463134025	0.2905986222
420	0.9463640415	0.2904346417
421	0.9464743714	0.2901988874
422	0.9465889512	0.2898984633
423	0.9466487648	0.2897762901
424	0.9467645169	0.2895045805
425	0.9467714658	0.289499964
426	0.9468541916	0.2892768809
427	0.9469073786	0.2891252584
428	0.9469120717	0.2891203736
429	0.9469905524	0.2888326237
430	0.9469914473	0.2888288222
431	0.9470107993	0.2887703005
432	0.9470511213	0.2886488273
433	0.9470947153	0.2884809724
434	0.9471290446	0.2884050807
435	0.9471509914	0.2883713652
436	0.9471810217	0.2882943418
437	0.9471854889	0.2882816043
438	0.9472326807	0.2881932205
439	0.9472889666	0.2880903067
440	0.9473461484	0.2879560463
441	0.9473717731	0.2878749269
442	0.9474047434	0.2878031398
443	0.9474839534	0.2876386463
444	0.9476818894	0.2872333974
445	0.9477365591	0.2870795662
446	0.9477752243	0.2869930001
447	0.9477899676	0.2869221028
448	0.9479263752	0.2865924331
449	0.9481124578	0.2862390062
450	0.9481831674	0.286050401
451	0.9483007133	0.2857289973
452	0.9483819225	0.2855022191
453	0.9484335489	0.2853994784
454	0.9484335551	0.2853697108
455	0.9485252612	0.2851917224
456	0.9485815117	0.285030361
457	0.9485873628	0.2850185448
458	0.9486843526	0.2847533934
459	0.9488236877	0.2844910765
460	0.9489578411	0.2842175309
461	0.9490192617	0.2841036549
462	0.9491651214	0.2837775015
463	0.9491697055	0.2837690784
464	0.9492025608	0.2836750486
465	0.9492095528	0.2836704212
466	0.9492518032	0.283597189
467	0.9493044145	0.2834920173
468	0.9493705215	0.2832456619
469	0.9494389143	0.2831025921
470	0.9494918019	0.2829807568
471	0.9495138571	0.2829584644
472	0.9495181974	0.2829465736
473	0.9496438241	0.2825996253
474	0.9496502301	0.282595303
475	0.9497049199	0.2824955642
476	0.9497078518	0.2824910947
477	0.9497714611	0.2823291087
478	0.9497933577	0.2822794531
479	0.949835385	0.2821753778
480	0.9498456938	0.28214795
481	0.9498655925	0.2821027443
482	0.9499775431	0.2818612326
483	0.9499953241	0.2818347732
484	0.9500010233	0.2818236384
485	0.9500853345	0.2816645025
486	0.9501845694	0.2813662961
487	0.9502000142	0.2813137785
488	0.9502124743	0.2812936477
489	0.950272756	0.2811137266
490	0.9502762504	0.2811036002
491	0.9503363216	0.2809717624
492	0.9503450466	0.2809574274
493	0.9503685325	0.2808705436
494	0.9504643824	0.2806448101
495	0.9504789243	0.2805361337
496	0.950563689	0.2803180537
497	0.9507001948	0.2800709436
498	0.9507173022	0.2800497298
499	0.950745375	0.2799963321
500	0.9508109841	0.2798533804
501	0.9508121059	0.2798505111
502	0.9508244442	0.2797689986
503	0.950830127	0.2797648317
504	0.9508703919	0.2796372703
505	0.9509010631	0.2795879124
506	0.9509211063	0.2795164517
507	0.9510227927	0.2792151934
508	0.9510279452	0.2792060339
509	0.9511010953	0.2790462543
510	0.9511662759	0.2788652621
511	0.951244591	0.2787145615
512	0.9513644618	0.2784646948
513	0.9513668296	0.2784604438
514	0.9513744627	0.2784562932
515	0.9514127005	0.278372433
516	0.9514209466	0.2783684706
517	0.9514580942	0.2782024173
518	0.9514827002	0.2781526073
519	0.9514937466	0.2781429161
520	0.951569358	0.2779441849
521	0.9515828745	0.2779052263
522	0.9516036391	0.2778033894
523	0.9517399831	0.2774415878
524	0.9517441055	0.2774375157
525	0.9517837948	0.2773325459
526	0.9517874967	0.2773286534
527	0.9518664169	0.2771262153
528	0.9519023574	0.277038945
529	0.9519049582	0.2770348538
530	0.9519184956	0.27702292
531	0.9519221857	0.2770180394
532	0.9519559102	0.2768883994
533	0.9519746529	0.2767935487
534	0.9520322697	0.2766209994
535	0.9522050165	0.2762619148
536	0.9522096553	0.2762582077
537	0.9522842429	0.2760626
538	0.9523309886	0.2759322707
539	0.9523315706	0.275928031
540	0.9523366559	0.275921381
541	0.9523376111	0.2759177325
542	0.9523549655	0.2758603814
543	0.9524057547	0.2757215783
544	0.9524162954	0.2756504644
545	0.9524653718	0.2755139122
546	0.9525406334	0.2752799282
547	0.9525998162	0.2751786468
548	0.9527206333	0.274879188
549	0.9527556147	0.2748131562
550	0.9527583878	0.2748069361
551	0.9528348765	0.2745999281
552	0.9529780661	0.2743002293
553	0.9530198564	0.2741894675
554	0.9530189964	0.2741861494
555	0.9530216472	0.274179478
556	0.9530257223	0.2741725021
557	0.9530376802	0.2741361425
558	0.9530548415	0.2741218279
559	0.953068818	0.2741131097
560	0.9531031571	0.274017598
561	0.9531086093	0.2739964234
562	0.9531124662	0.2739940857
563	0.9531133711	0.2739922407
564	0.9531364714	0.273978764
565	0.9531532159	0.2739116742
566	0.9531671885	0.2738986687
567	0.9531719985	0.2738959348
568	0.953191438	0.2738068009
569	0.953268882	0.273619311
570	0.9533370046	0.2734858235
571	0.9533412065	0.2734803725
572	0.953343427	0.2734752385
573	0.9533493306	0.2734673513
574	0.9533514193	0.273462279
575	0.9533521417	0.2734602191
576	0.9534208009	0.2732949436
577	0.9536094753	0.27291431
578	0.9536309114	0.2728952777
579	0.9536321714	0.2728928473
580	0.9536612215	0.2728375657
581	0.9537341969	0.272702236
582	0.9537466806	0.2726900722
583	0.9537472679	0.2726879629
584	0.953773363	0.2725693137
585	0.9537857997	0.2725463033
586	0.9537901338	0.2725421734
587	0.9538314174	0.2724027006
588	0.9539732794	0.2719993227
589	0.9540227043	0.2718936794
590	0.9541746608	0.2715481076
591	0.9542253021	0.2714264669
592	0.9542597972	0.2713392924
593	0.9543046851	0.2712334902
594	0.9543447656	0.2711277185
595	0.9544403453	0.2708100489
596	0.9544599141	0.2707897167
597	0.9545169372	0.2706595548
598	0.9545649626	0.2705461126
599	0.954596465	0.270471554
600	0.9546397393	0.2703765979
601	0.9547245075	0.2702129375
602	0.9547762334	0.2701142801
603	0.9547999823	0.2700496202
604	0.9548338349	0.2699607062
605	0.954843184	0.2699535712
606	0.9548782575	0.2698689537
607	0.9548920996	0.2698578532
608	0.9548983381	0.2698502415
609	0.9549297727	0.2697649545
610	0.9549582031	0.2696960928
611	0.9549803855	0.2696594619
612	0.954987373	0.2696521397
613	0.9550426937	0.2695086792
614	0.955101726	0.2693690644
615	0.9551673433	0.2691997223
616	0.9551862655	0.2691617822
617	0.9552782653	0.2688618723
618	0.9553388914	0.2687121582
619	0.9553552277	0.2686795809
620	0.9553965462	0.2685899545
621	0.9554494333	0.2685047897
622	0.9555594476	0.2682276512
623	0.9555913913	0.2681479335
624	0.9556010579	0.2681393028
625	0.9556120813	0.2681288121
626	0.9556337717	0.2681003076
627	0.9556364627	0.2680933676
628	0.9556481275	0.2680307164
629	0.9556602825	0.2680023417
630	0.9556928728	0.2679181775
631	0.9557105205	0.2678547501
632	0.9557395378	0.2678082023
633	0.9558557397	0.2675581911
634	0.9558592375	0.26755139
635	0.9558648092	0.2675460752
636	0.9558809371	0.2675260396
637	0.9559335672	0.267358554
638	0.9559564504	0.2673015844
639	0.956067011	0.2670177564
640	0.9560771796	0.267008395
641	0.9560959432	0.2669666454
642	0.9561335396	0.2668333394
643	0.956150684	0.2667720336
644	0.9561540147	0.2667668558
645	0.9562592995	0.2665212454
646	0.956274332	0.2664635487
647	0.9562935811	0.2664446568
648	0.9563405616	0.2663539599
649	0.9563438074	0.2663511567
650	0.9563471163	0.2663461672
651	0.9563738968	0.266266987
652	0.9564570396	0.2660994308
653	0.9564628087	0.2660932751
654	0.9564684949	0.2660845711
655	0.956518518	0.2659823046
656	0.9565400309	0.2658835661
657	0.9565883453	0.2657751295
658	0.9565914683	0.2657703252
659	0.956593811	0.2657667317
660	0.9566023888	0.2657496588
661	0.9566048181	0.2657485386
662	0.9566100861	0.2657424047
663	0.9566142891	0.2657373089
664	0.9566190749	0.2657279372
665	0.9566288886	0.2656958515
666	0.9566308792	0.2656901395
667	0.956632797	0.2656874254
668	0.9566443328	0.2656460011
669	0.9567091203	0.2655109311
670	0.9567103714	0.2655067426
671	0.9567136978	0.2655056904
672	0.9567355026	0.2654693805
673	0.9567774367	0.265333202
674	0.9567808211	0.2652963441
675	0.9567838827	0.2652915105
676	0.9567875907	0.2652833127
677	0.9568830834	0.2650339054
678	0.956883407	0.2650002939
679	0.9568932125	0.264980188
680	0.9569089244	0.2649138127
681	0.9569505475	0.2648273905
682	0.9569572435	0.264795487
683	0.9570037218	0.2646476545
684	0.9570200132	0.2646115172
685	0.9570914981	0.264452813
686	0.9570931712	0.2644490092
687	0.9571844247	0.2641759469
688	0.9572038122	0.2641244951
689	0.9573583907	0.2637885643
690	0.9573702869	0.263740219
691	0.9574234159	0.2636116091
692	0.9574259254	0.2635773668
693	0.9574574459	0.2634939037
694	0.9575155011	0.263326206
695	0.9576119393	0.2630569834
696	0.9576315745	0.2629796841
697	0.9576733845	0.2629147943
698	0.9576747387	0.2629110771
699	0.9577105104	0.2628013062
700	0.9577526752	0.2626540639
701	0.9577547753	0.2626514413
702	0.9577948757	0.2625698498
703	0.9578150537	0.2624946437
704	0.9578532831	0.262386806
705	0.9578556328	0.2623833523
706	0.9578874083	0.2623016235
707	0.9579295829	0.2621997735
708	0.9579330275	0.2621952909
709	0.9580093301	0.2620410806
710	0.9580342366	0.2619723964
711	0.9580421871	0.2619536662
712	0.9580449932	0.2619513229
713	0.9580481941	0.261948832
714	0.9580584325	0.261938987
715	0.9580644238	0.2619303358
716	0.958067686	0.2619259537
717	0.9580689146	0.2619225468
718	0.9580763001	0.2619046637
719	0.9580780021	0.2619024308
720	0.9580835143	0.2618957469
721	0.9580930095	0.2618397488
722	0.9581085343	0.2617986575
723	0.9581507512	0.2616527202
724	0.9581534761	0.261648496
725	0.9581886797	0.2615769133
726	0.9583116107	0.2612902967
727	0.9583322689	0.2611763135
728	0.958344068	0.2611596363
729	0.9583500039	0.2611297888
730	0.9583518387	0.2611266674
731	0.9583889461	0.2610417762
732	0.958436107	0.260962892
733	0.958442777	0.2609384203
734	0.9584470998	0.2609318554
735	0.9584847285	0.2608526718
736	0.9586184722	0.2605524684
737	0.9586184797	0.2605502941
738	0.9586488685	0.2604556521
739	0.9586895749	0.2602947259
740	0.9586915577	0.2602916945
741	0.9587260042	0.2602176005
742	0.9587442223	0.2601842664
743	0.9587375258	0.2601664519
744	0.9587827935	0.2600288122
745	0.9588206298	0.2599236487
746	0.9588317309	0.2599110473
747	0.9588752234	0.2598052694
748	0.9588943576	0.2597416501
749	0.958953523	0.2595934911
750	0.9589937821	0.2594707761
751	0.9590339649	0.2593710734
752	0.9590598629	0.259278318
753	0.9591143417	0.2590989473
754	0.9591149211	0.2590964523
755	0.9591272793	0.2590409995
756	0.9591369963	0.2590300065
757	0.95913891	0.2590276065
758	0.9591559743	0.2589799154
759	0.959167718	0.2589675193
760	0.9591853234	0.2589141122
761	0.9591894035	0.2589118009
762	0.9592053219	0.2588957001
763	0.9592162498	0.2588837611
764	0.9592204472	0.2588752448
765	0.9592985375	0.2586700674
766	0.9593490666	0.2585679742
767	0.9594330043	0.2584197875
768	0.9595324369	0.2581905975
769	0.9595342664	0.2581826067
770	0.9595374692	0.2581786691
771	0.959575699	0.2580788916
772	0.959604032	0.2579658601
773	0.9596168642	0.2578975921
774	0.9596588008	0.2577818815
775	0.9596702956	0.2577688225
776	0.9596851317	0.2576848284
777	0.9597441582	0.2575513132
778	0.9598731101	0.2572302152
779	0.9599026628	0.2571410198
780	0.959970997	0.2569849094
781	0.9599746507	0.2569811467
782	0.9600513887	0.2567899153
783	0.9600589392	0.2567821968
784	0.9600766488	0.256750609
785	0.9600779325	0.2567484741
786	0.9601227011	0.2566520263
787	0.9601645129	0.2565270278
788	0.960196819	0.2564329176
789	0.9602555469	0.2563141097
790	0.9602659383	0.2563024524
791	0.9602783927	0.2562634819
792	0.960313465	0.2561477863
793	0.9603399279	0.2560681105
794	0.9603459384	0.2560583891
795	0.9604094338	0.2558566065
796	0.9604987202	0.2555945967
797	0.9605326742	0.2555120349
798	0.9605541043	0.2554055069
799	0.9605561939	0.2554029225
800	0.9606028367	0.2552862056
801	0.9606585805	0.2551186982
802	0.9607895558	0.2547781072
803	0.9608364527	0.2546932535
804	0.9608740839	0.2545668893
805	0.9609131562	0.2544541445
806	0.9609955021	0.2541921416
807	0.9609985998	0.2541901692
808	0.9610067428	0.254178229
809	0.9610402743	0.2540503648
810	0.9610574907	0.253993643
811	0.9610786641	0.2539303926
812	0.9610821791	0.2539266733
813	0.9611142654	0.2538631603
814	0.9611367755	0.2537513454
815	0.9611732598	0.2536779085
816	0.9612092158	0.253613305
817	0.9612488239	0.2535287712
818	0.9612875428	0.2534322977
819	0.9613184514	0.253405135
820	0.9613302861	0.2533308539
821	0.9613538342	0.2532443218
822	0.9613567522	0.2532420105
823	0.9613594097	0.2532144553
824	0.9613715955	0.2531711453
825	0.9613760251	0.2531638406
826	0.9614146058	0.2530401602
827	0.9614092244	0.2530142518
828	0.9614482082	0.2529180899
829	0.9614516968	0.2529145758
830	0.9614481257	0.2528941574
831	0.9614786202	0.2528173607
832	0.961483504	0.2528101894
833	0.9614971001	0.2527754896
834	0.9615372939	0.2526905683
835	0.961539252	0.2526882297
836	0.9615407657	0.2526863796
837	0.9615746675	0.2526168869
838	0.9616543579	0.2523109759
839	0.9616909117	0.2522498407
840	0.9617340758	0.2521631521
841	0.9617716404	0.2520755735
842	0.9618039603	0.251984948
843	0.9618172876	0.2518963772
844	0.9619258116	0.2516376221
845	0.9619449544	0.2516124317
846	0.961977896	0.2515211458
847	0.9620032205	0.2514268347
848	0.9620139826	0.2514181537
849	0.9620654191	0.2512689474
850	0.9620672319	0.2512657706
851	0.9620674065	0.2512636846
852	0.9620716305	0.251256795
853	0.9620973276	0.2511876063
854	0.9621307906	0.251083066
855	0.9621316608	0.2510810384
856	0.962181281	0.2509701115
857	0.9621836031	0.2509028243
858	0.9621884108	0.2508958291
859	0.9621907038	0.2508922547
860	0.9622056901	0.2508421656
861	0.9622591735	0.2507111418
862	0.9623123566	0.2505081969
863	0.9623190773	0.2505016906
864	0.9623342239	0.2504499476
865	0.9624015422	0.2502766885
866	0.9624144537	0.2502706763
867	0.9624820104	0.250133059
868	0.9624954163	0.2501132446
869	0.9625398276	0.2499512663
870	0.9626175054	0.2497848427
871	0.9626698828	0.2496180581
872	0.9626764949	0.2496122469
873	0.9627181739	0.2494762163
874	0.962727602	0.2494449908
875	0.9627851415	0.2493536311
876	0.9628284238	0.2492423065
877	0.9628371817	0.2491948315
878	0.9628534667	0.2491838676
879	0.9628922749	0.2490881259
880	0.9629525192	0.2488914209
881	0.9630133608	0.2487635999
882	0.963064601	0.2486404429
