iter	PRAUC	Logloss
883	0.9631172179	0.2484726984
884	0.9631790693	0.2483144591
885	0.9632085629	0.2482276291
886	0.9632740414	0.2480731958
887	0.9633370957	0.2479599064
888	0.963353336	0.2479224834
889	0.9633843085	0.2478503065
890	0.9634125211	0.2477547887
891	0.9634128961	0.2477530649
892	0.9634537321	0.2476024279
893	0.9634957727	0.2475247095
894	0.9635817605	0.2472774707
895	0.9635826925	0.2472757866
896	0.9635844888	0.2472741422
897	0.9636553193	0.2470912124
898	0.9636567991	0.2470895965
899	0.9637264351	0.2469041732
900	0.9637702941	0.246805012
901	0.9638618011	0.2465764074
902	0.9638891909	0.2465208505
903	0.9639358413	0.2463463835
904	0.963960596	0.2462402149
905	0.9639929401	0.2461500591
906	0.9640026786	0.2461149645
907	0.9640261601	0.2460961553
908	0.9640746689	0.2459440614
909	0.9640953254	0.2459059667
910	0.9641043739	0.2458741263
911	0.9641071687	0.2458706366
912	0.964163519	0.2457111189
913	0.9641922211	0.2456591015
914	0.9642185469	0.2456342624
915	0.9642220085	0.2455990993
916	0.9642331737	0.2455429945
917	0.9642626588	0.2454691643
918	0.9642871368	0.2453824675
919	0.9642885067	0.2453773354
920	0.964317989	0.2452620469
921	0.9643541512	0.2451610599
922	0.9643942844	0.2450636818
923	0.9644610537	0.2448324611
924	0.9644803433	0.2447975619
925	0.9645197466	0.2446865516
926	0.9645432303	0.2446392253
927	0.9645510005	0.2445971767
928	0.9646038697	0.2444617256
929	0.9646232536	0.2444260138
930	0.9646212731	0.2444078615
931	0.9646222333	0.2444053697
932	0.9646425524	0.2443383626
933	0.9646710878	0.244280336
934	0.9647123279	0.244153433
935	0.9647279835	0.2441100784
936	0.964731257	0.2441075625
937	0.9647718703	0.2439472123
938	0.9647819032	0.243919097
939	0.9648028634	0.2438332695
940	0.9648814889	0.2436232255
941	0.9649084485	0.2434972383
942	0.9649131396	0.2434909313
943	0.9649621046	0.2433785523
944	0.9649956322	0.2432801648
945	0.9650520896	0.2431953244
946	0.9650636462	0.2431896833
947	0.9651249778	0.2429781371
948	0.9651593091	0.2428933523
949	0.9651786623	0.2428168271
950	0.965177602	0.2428152629
951	0.9651815707	0.2428086145
952	0.965222247	0.2427056954
953	0.9652375853	0.2426249629
954	0.9652402266	0.2426192646
955	0.9653001476	0.2425088162
956	0.9653322367	0.2424609274
957	0.9653871512	0.2423103953
958	0.9654724804	0.2420307664
959	0.965544878	0.241840641
960	0.9655378179	0.2418242013
961	0.9655967304	0.2416156225
962	0.9656152688	0.2415646992
963	0.9656739904	0.2413910163
964	0.9656979637	0.2413264561
965	0.9657057684	0.2412668651
966	0.9657191961	0.2412592174
967	0.9657495491	0.2411769851
968	0.9657609885	0.241169563
969	0.9657933056	0.2411058157
970	0.9658308186	0.2410030844
971	0.9658557483	0.2409247101
972	0.9659359332	0.2407043831
973	0.9659591567	0.2406472653
974	0.9660084782	0.2404508673
975	0.9660404018	0.240350566
976	0.9660600943	0.2402647548
977	0.9661472283	0.2400142839
978	0.9661670158	0.2399580937
979	0.9662163161	0.239844695
980	0.9662345964	0.2398056407
981	0.9662761566	0.2396799328
982	0.9662832635	0.2396731533
983	0.9663059326	0.239591202
984	0.966325419	0.2395497599
985	0.9663317813	0.2395329163
986	0.9663500798	0.2394477316
987	0.966395602	0.2393273877
988	0.9664220404	0.2392220172
989	0.9664237214	0.239213901
990	0.9664459706	0.2391474182
991	0.9664758141	0.2390419094
992	0.9664763925	0.2390377488
993	0.966514893	0.2389658626
994	0.9665216435	0.2389588581
995	0.9665277353	0.2389303526
996	0.966599925	0.238759713
997	0.966633058	0.2386531024
998	0.96666195	0.2385780768
999	0.9667342978	0.238364235
